p_id,reviewer,review_head,review_text,star,Positive,Negative,neutral,compound
flipkart1,Flipkart Customer,Fabulous!,Good product 👌,5,0.744,0,0.256,0.4404
flipkart1,Rajesha,Bad quality,I'm facing overheating issues,2,0,0,1,0
flipkart1,SaNdy Customer,Super!,Everything is extraordinary But battery could be better ...,5,0.325,0,0.675,0.5927
flipkart1,Shankarnath Sundarakumar,Worth every penny,"Excellent product for these price.... Battery too awesome for my piece.... Good display, performance..... Value for money........",5,0.502,0,0.498,0.9201
flipkart1,क्षत्रिय राजपूत,Mind-blowing purchase,Osm phone,5,0,0,1,0
flipkart1,Mukesh Shrivastav,Super!,Best at the price.,5,0.583,0,0.417,0.6369
flipkart1,Lambodar Dash,Must buy!,Nice product .,5,0.737,0,0.263,0.4215
flipkart1,Tarun Sirohi,Nice product,the phone is nice..i liked it but its not a true videography phone..i have expected many thing's from its camera.photos are good enough Battery is ok report. performance is decent and overall its nice.,4,0.283,0.069,0.647,0.8501
flipkart1,S S,Wonderful,This fon is amazing.one issue comes in use of two days when I use potrait mode on back than suddenly camera app where close.In other features this is osm. No heating issue.,4,0,0.068,0.932,-0.296
flipkart1,YAGOPH J,Good choice,Good,4,1,0,0,0.4404
flipkart1,Manish Sahu,Simply awesome,Best Product in 30 thousand range .,5,0.457,0,0.543,0.6369
flipkart1,Krishna Gopal,Expected a better product,"Worst phone,speaker starts bursting like within 10 days of purchase . service call centre   not helpful.very bad experience.Totally rubbish.",1,0.219,0.168,0.613,0.0644
flipkart1,Flipkart Customer,Really Nice,"Awsom, i love itBut battery performance is average...",4,0.412,0,0.588,0.6369
flipkart1,Shrikant Rai,Pretty good,Best phone in this category,4,0.512,0,0.488,0.6369
flipkart1,Manish  Chauhan,Good choice,"It was a lot of fun using it, guys!",4,0.339,0,0.661,0.5562
flipkart1,Shaik Nayab,Terrific purchase,best camera phone in this segment,5,0.457,0,0.543,0.6369
flipkart1,Sambit Kumar Gountia,Best in the market!,Camera is good,5,0.592,0,0.408,0.4404
flipkart1,Raz ahemad  Sayyad,Best in the market!,Amazing 😍 feel like a flagship phone,5,0.794,0,0.206,0.7717
flipkart1,Flipkart Customer,Great product,Nice 💯💯💯🙂,5,0.737,0,0.263,0.4215
flipkart1,Vijay Bankar Patil,Very Good,Moto edge 50 pro phone is best all over good but heating issue battery backup decent..,4,0.245,0,0.755,0.5499
flipkart1,Rohit Chouhan,Worthless,This phone is heating like hell.We simply can't use  it if this continues heating this much.The camera is also not so good. Overall not a good purchase.,1,0.079,0.192,0.729,-0.551
flipkart1,PAVAN KUMAR  YADAV,Unsatisfactory,ZERO RATING DONT BUY THIS PHONE AFTER 2  IT WILL STOP CHARGING THEW IS A BUG IN THIS PHONE,1,0,0.121,0.879,-0.296
flipkart1,Sibananda Nayak,Excellent,"Light weight and budget friendly smartphone, excellent camera quality, the phone has light lavender smell with it.Loved this purchase from Flipkart.Highly recommended!",5,0.321,0,0.679,0.8398
flipkart1,Lulun Chongloi,Fair,Overall a good phone at this price range but I've been having too many accidental touches which is annoying.,3,0.089,0.228,0.683,-0.4678
flipkart1,Flipkart Customer,Useless product,Overheating issue.........,1,0,0,1,0
flipkart1,Sandeep Madupu,Waste of money!,Mic issue. Suddenly stopped working,1,0,0.322,0.678,-0.2263
flipkart1,Anis  Khan ,Very Good,Great value for money.. Modern design.Go for it,4,0.52,0,0.48,0.7579
flipkart1,Flipkart Customer,Wonderful,Best phone at this price,5,0.512,0,0.488,0.6369
flipkart1,ningappa nandihal,Really Nice,Good,5,1,0,0,0.4404
flipkart1,Alok Nath,Bad quality,Camera is not good,2,0,0.445,0.555,-0.3412
flipkart1,Chethan B S Chetu,Did not meet expectations,"Over heating issue, not recommended",1,0,0.285,0.715,-0.1511
flipkart1,Deepu Y,Highly recommended,Good,5,1,0,0,0.4404
flipkart1,Anil Sonkar,Best in the market!,Good product,5,0.744,0,0.256,0.4404
flipkart1,Avishek Chakraborty,Brilliant,This is my 2nd Motorola device. The last one I used 6 years ago. But this is the best phone under this budget and for Motorola as well.,5,0.26,0,0.74,0.8573
flipkart1,Flipkart Customer,Terrible product,My camera has no focus while making a video call.,1,0,0.216,0.784,-0.296
flipkart1,vijay  deshmukh ,Wonderful,value for money product.,4,0.444,0,0.556,0.34
flipkart1,Geeta Suredia,Very Good,Allrounder fantastic mobile in that price Osm cameraLooking so osm,4,0.286,0,0.714,0.5574
flipkart1,Punyabrata Das,Fabulous!,Great mobile that has been used in under 30k,5,0.339,0,0.661,0.6249
flipkart1,Don Baby,Slightly disappointed,"Looks are goodBattery SOT 5-6 hours. 68w itself heats up fastDefinitely not up to mark. I was using a budget phone and I never had that reliability issue regarding the camera.  AI is just marketing gimmick and it suffers to reproduce actual colours. Sometimes it does a good job. But sometimes it does some terrible things in normal pictures. Never seen this kind of output from any other cameras, even in budget segment",2,0.026,0.084,0.89,-0.6428
flipkart1,Justin Nathan,Camera is a Disappointment,"Camera Image Sensor is of Omnivision, not of Sony of Samsung. The camera quality is not that good. The camera performance cannot be described as most of the camera performance is done post processing by software. The night shots are worse... Not recommended if you want to take quick photos, as the processing time is 4-5 seconds after every photo.",2,0.021,0.064,0.915,-0.4015
flipkart1,Chandrakant Patel,Wonderful,Performance was very good at this price.Battery performance need to improve.otherwise good phone on thi budget.,4,0.313,0,0.687,0.7496
flipkart1,Flipkart Customer,Just wow!,Best mobile under 30k,5,0.583,0,0.417,0.6369
flipkart1,Avinash Kumar,Value-for-money,over all best phone in this price range,4,0.375,0,0.625,0.6369
flipkart1,Flipkart Customer,Good quality product,"Everything is good except battery draining very fast,😭😭😭",4,0.293,0,0.707,0.4404
flipkart1,Aravish  Sheth,Good,Some time screen was hang.not feel the use of mobile,3,0,0,1,0
flipkart1,Flipkart Customer,Wonderful,Very good,5,0.762,0,0.238,0.4927
flipkart1,Akhil  Gujjar,Super!,Just ok💫,5,0,0,1,0
flipkart1,PUNIT KUMAR,Useless product,Battery experience very bad,1,0,0.558,0.442,-0.5849
flipkart1,siya ram,Brilliant,Nice set,5,0.737,0,0.263,0.4215
flipkart1,Yashwant Teli,Best in the market!,Overall good mobile in this price.Thanks Moto,5,0.326,0,0.674,0.4404
flipkart1,Flipkart Customer,Super!,Superb experience with moto,5,0.577,0,0.423,0.6249
flipkart1,Bishal Mardan,Terrific purchase,Great Experience,5,0.804,0,0.196,0.6249
flipkart1,Akash Mitra,Wonderful,Great product,5,0.804,0,0.196,0.6249
flipkart1,SUBRAT KUMAR MOHANTY,Mind-blowing purchase,With this price range product is awesome,5,0.406,0,0.594,0.6249
flipkart1,Shivansh Sahu,Worth every penny,Best phone......,5,0.808,0,0.192,0.6369
flipkart1,Rasel Khan,Highly recommended,Powerful mobile🌟🌟🌟🌟🌟,5,0.737,0,0.263,0.4215
flipkart1,bhawani naik,Great product,Great product thank you Motorola and flipkart,5,0.569,0,0.431,0.765
flipkart1,ashok bhardwaj,Perfect product!,"Good quality , nice design",5,0.74,0,0.26,0.6908
flipkart1,Tarun Goyal,Worthless,Third class phone I have ever used in my life. Mobile is getting hang every time. Voice problems are also there during call. Very disappointed from Moto phone. I will not recommend to anyone.,1,0,0.22,0.78,-0.8022
flipkart1,REDDAIAH VEERABALLI,Super!,Really nice mobile as compared to other mobile on this price range,5,0.219,0,0.781,0.4754
flipkart1,Ram prasad patra,Worth every penny,"Its awesome product... Blindly I can go with it... Camera is just awesome, specially AI camera... 3X telophoto is awesome... Battery is modarate... But if u using 68w charger with in 33 minutes it gets full charge from 0 to 100% ...",5,0.121,0,0.879,0.6249
flipkart1,Lucky Mani,Utterly Disappointed,"Front cam is not well and back cam is ok, design is good , battery is not bad,",1,0.349,0.08,0.571,0.7299
flipkart1,Prabir Deb,Good quality product,Product is really good 💯😊,5,0.444,0,0.556,0.4927
flipkart1,Pravin Shahare,Super!,It's product is Paisa vasul,5,0,0,1,0
flipkart1,Parthiban Radhakrishnan,Hated it!,"Worst product. Purchased by seeing the Camera setup, butcamera performance and quality is really worst and too bad. Even after AI processing also the quality is worst.Battery getting drained without usage.Heating issue is there even during moderate usage.Software performance and experience also bad.Camera is flickering. Totally disappointed.Worst experience. Worst purchase.",1,0,0.292,0.708,-0.9617
flipkart1,Abhijeet Roushan,Worth every penny,Everything is fantastic and very beautiful pictures from this phone,5,0.493,0,0.507,0.8313
flipkart1,Abhijit Singha,Fabulous!,Night photography so good.,5,0.555,0,0.445,0.5777
flipkart1,Prasad Hadkar,Highly recommended,Fantastic Phone,5,0.783,0,0.217,0.5574
flipkart1,Manuj Rastogi,Wonderful,"Who says this product has any problem in performance.,?This is absolutely Rockstar in it's segment and have beyond capabilities to beat the other phones also from it's upper segment too. Feels royal in hands .And lastly I want to say it has more sharp camera than iphone.... Should go and must go for it guys....",5,0.023,0.048,0.929,-0.34
flipkart1,Karthik R,Terrific,Product is good but it is difficult to maintain edge display,5,0.137,0.229,0.634,-0.3182
flipkart1,Ajith Kumar,Must buy!,Ultimate camera chanceless Fantastic performanceMarvellous designOverall 🥳🥳🥳 masterpiece Blindly go with this...,5,0.435,0,0.565,0.8271
flipkart1,Uvais Shah,Mind-blowing purchase,Performance and battery life,5,0,0,1,0
flipkart1,amit rajput,Excellent,Good product needs some updates to fix some lags but overall it's a good package,5,0.313,0.094,0.593,0.6187
flipkart1,NARESH PONDURU,Mind-blowing purchase,Only 1 word... superb,5,0.672,0,0.328,0.6249
flipkart1,Mav Ketan,Best in the market!,"Loved it!! Working as expected, battery backup is little bit low",5,0.293,0.119,0.588,0.5665
flipkart1,Sujatha Prasad,Super!,Nice phone,5,0.737,0,0.263,0.4215
flipkart1,ROHIT  SINGH ,Terrific,Owsome product...I like it,5,0.455,0,0.545,0.3612
flipkart1,VISHAL CHAWDA,Delightful,"Yesterday I got this phone and this phone is just awesome. Display, camera, performance is great but battery got drian but fast but it give 5 to 6 hrs sot. Over all is great experience.",4,0.27,0,0.73,0.8945
flipkart1,shravan kumar porandla,Awesome,Very good product but battery is not so good,5,0.477,0,0.523,0.7496
flipkart1,Flipkart Customer,Excellent,Value for money excellent 👌,5,0.753,0,0.247,0.7269
flipkart1,Kanti Nandan,Nice,Battery backup not upto the mark and heating issues. Except these things phone is top class specially camera is extremely good,3,0.208,0,0.792,0.6115
flipkart1,Sai Reddy ,Fair,Good,1,1,0,0,0.4404
flipkart1,Meet Shukla,Worth the money,Product is amazing 😍 just loved it.,4,0.658,0,0.342,0.8271
flipkart1,Vikas Yadav,Super!,Best Phone under 30K if you're looking for a stylish cool looking phone without compromising for performance. Moto has done a pretty good job with the camera this time which has not been a strength for the company in the past. The display is amazing.,5,0.298,0.048,0.654,0.9296
flipkart1,Suhas  H K,Just wow!,Beast,5,0,0,1,0
flipkart1,Sukanya Choudhury,Excellent,Awesome phone 📱,5,0.804,0,0.196,0.6249
flipkart1,Laxman Rao,Good,God,3,1,0,0,0.2732
flipkart1,chary sambhavi,Decent product,"Heating, battery drain, some time slow hang issues",3,0,0,1,0
flipkart1,Alsaj  A S,Just wow!,Value for money product if you get in under 30k. An all rounder,5,0.167,0,0.833,0.34
flipkart1,ravi dhok,Very Good,Awesome phone clean ui without bloatware,4,0.63,0,0.37,0.7783
flipkart1,Ank,Nice,Battery drain fast,3,0,0,1,0
flipkart1,Ganesh Paralkar,Terrific purchase,It's ok just,5,0.524,0,0.476,0.296
flipkart1,Deepak Dandsena,Fabulous!,All above the best 🙂,5,0.583,0,0.417,0.6369
flipkart1,Flipkart Customer,Useless product,Phone pay  and many payment apps does not works,1,0,0.149,0.851,-0.1027
flipkart1,Gopal Raj,Worth every penny,"Value for money. Review after 20 days :-Great camera,Great performance,Great display,Battery life 4600 , it's good",5,0.29,0,0.71,0.6486
flipkart1,Priyanshu Sarkar,Best in the market!,"Overall the performance is good. The camera is needed some updates. In potrait mode the selfie is not good. Something's it blur the hair edges. When the phone is charging , it's slightly heated up.The speaker quality of the phone is impressive.The rear camera captures very good images.",5,0.165,0,0.835,0.8271
flipkart1,Sanjay Hadkar,Good choice,Nice phone,4,0.737,0,0.263,0.4215
flipkart1,Ashok Sahoo,Really Nice,Product is very nice,4,0.508,0,0.492,0.4754
flipkart1,Atharva Kulkarni,Wonderful,"Motorola has tried to provide an overall complete package with the phone except for a couple of things1. The new UI isn't yet optimised, hence the phone heats after a while.2. Battery backup is less than a day if you're slightly heavy user. Overall I would say there are a lot of positive things to look upon such as..1. Cameras 2. Display3. Although the storage is ufs 2.2 it still provides a smooth experience4. Overall clean stock Android experience which is very important for some peop...",4,0.097,0.026,0.877,0.7299
flipkart1,aniket  hadkar,Just wow!,"Moto is more closer to pure Android experience, will be really good",5,0.225,0,0.775,0.4927
flipkart1,Mayur Paronawala,Best in the market!,Truly value for money product.,5,0.639,0,0.361,0.6486
flipkart1,Flipkart Customer,Nice product,Delivery was good and mobile is really awesome i suggest you to go with 68w value for money and camara as small issue auto focus is poor rather than that camera is awesome slow motion okay okay display cool battery is the only disappointment where I use around 7 hours for one charge  for normal use battery is perfect gaming I think it doesn't lag but you will face little bit heating  issue issue for hig performance games,4,0.206,0.05,0.744,0.8504
flipkart1,Himangshu  Sahu,Worth every penny,"It's realy good product, Motorola had launchef",5,0.326,0,0.674,0.4404
flipkart1,Pankaj  Soni,Classy product,Camera was awesome,5,0.672,0,0.328,0.6249
flipkart1,Flipkart Customer,Good,Battery backup is not up to the mark.Rest all is best.,3,0.296,0,0.704,0.6369
flipkart1,Lucky patel,Delightful,Good,4,1,0,0,0.4404
flipkart1,Flipkart Customer,Must buy!,Very good performance ..must buy...worth it.,5,0.39,0,0.61,0.4927
flipkart1,Sunil Dinanath,Just okay,All over good,3,0.592,0,0.408,0.4404
